Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Alessandra Mileo,A logical approach to home healthcare with intelligent sensor-network support,"Alessandra Mileo, Davide Merico, Stefano Pinardi, Roberto Bisiani",The Computer Journal 53 (8) 1257-1276,46,2010,,
Alessandra Mileo,"Situation-Aware Indoor Tracking with high-density, large-scale Wireless Sensor Networks","Davide Merico, Roberto Bisiani, Alessandra Mileo",2010 International Conference on Indoor Positioning and Indoor Navigation 1-7,3,2010,,
Alessandra Mileo,Movement recognition using context: a lexical approach based on coherence,"Alessandra Mileo, Stefano Pinardi, Roberto Bisiani",MRC 2010 37,5,2010,,
Alessandra Mileo,Support for context-aware monitoring in home healthcare,"Alessandra Mileo, Davide Merico, Roberto Bisiani",Journal of Ambient Intelligence and Smart Environments 2 (1) 49-66,63,2010,,
Alessandra Mileo,Non-monotonic reasoning supporting wireless sensor networks for intelligent monitoring: The sindi system,"Alessandra Mileo, Davide Merico, Roberto Bisiani",International Conference on Logic Programming and Nonmonotonic Reasoning …,14,2009,,
Alessandra Mileo,Pervasive Wireless-Sensor-Networks for Home Healthcare Need Automatic Reasoning,"Roberto Bisiani, Alessandra Mileo, Davide Merico",International Workshop on Wireless Pervasive Healthcare (WiPH 2009). IEEE …,0,2009,,
Alessandra Mileo,Pervasive wireless-sensor-networks for home healthcare need automatic reasoning,"Davide Merico, Alessandra Mileo, Roberto Bisiani",2009 3rd International Conference on Pervasive Computing Technologies for …,4,2009,,
Alessandra Mileo,Support for Context-aware Monitoring in Home Healthcare,"Roberto Bisiani, Davide Merico, Alessandra Mileo",International Workshop on Artificial Intelligence Techniques for Ambient …,0,2009,,
Alessandra Mileo,Intelligent Wireless Sensor Networks for Assisted Living,"Davide Merico, Alessandra Mileo, Roberto Bisiani",Emerging Paradigms in Informatics Systems and Communication 35,0,2009,,
Alessandra Mileo,Context-aware prediction and prevention to extend healthy life years: preventing falls,"Alessandra Mileo, Roberto Bisiani",Proc. of the IJCAI Workshop on Intelligent Systems for Assisted Cognition …,4,2009,,
Darragh O'Brien,Pathological Speech Classification Using a Convolutional Neural Network,"Nam Trinh, Darragh O’Brien",Irish Machine Vision and Image Processing Conference,2,2019,,
Darragh O'Brien,Teaching operating systems concepts with SystemTap,Darragh O’Brien,Proceedings of the 2017 ACM Conference on Innovation and Technology in …,2,2017,,
Darragh O'Brien,Robust tracking of glottal LF-model parameters by multi-estimate fusion,"Haoxuan Li, Darragh O’Brien, Ronan Scaife",2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO …,0,2012,,
Darragh O'Brien,Automatic LF-model fitting to the glottal source waveform by extended kalman filtering,"Haoxuan Li, Ronan Scaife, Darragh O’Brien",2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO …,5,2012,,
Darragh O'Brien,Comparison of time-and frequency-domain based LF-model fitting methods for voice source parametrisation,"Haoxuan Li, Darragh O’Brien, Ronan Scaife",IET Digital Library,2,2012,,
Darragh O'Brien,LF model based glottal source parameter estimation by extended Kalman filtering,"Haoxuan Li, Ronan Scaife, Darragh O’Brien",Proceedings of the 22nd IET Irish Signals and Systems Conference,11,2011,,
Mark Roantree,An Evaluation of the Irish Life Schools Fitness Challenge: 2983: Board# 29 May 31 2: 00 PM-3: 30 PM,"Kevin D O’Brien, Sarah M Kelly, Mark Roantree, Andrew McCarren, Brona Furlong, Niall Moyna",Medicine & Science in Sports & Exercise 51 (6) 817,0,2019,,
Mark Roantree,Automating data mart construction from semi-structured data sources,"Michael Scriney, Suzanne Mccarthy, Andrew McCarren, Paolo Cappellari, Mark Roantree",The Computer Journal 62 (3) 394-413,3,2019,,
Mark Roantree,Benchmarking parametric and Machine Learning models for genomic prediction of complex traits,"Christina B Azodi, Emily Bolger, Andrew McCarren, Mark Roantree, Gustavo De Los Campos, Shin-Han Shiu",G3: Genes Genomes Genetics 9 (11) 3691-3702,5,2019,,
Mark Roantree,Optimizing data stream processing for large‐scale applications,"Paolo Cappellari, Mark Roantree, Soon Ae Chun",Software: Practice and Experience 48 (9) 1607-1641,0,2018,,
Mark Roantree,Data mining in agri warehouses using modwt wavelet analysis,"Ken Bailey, Mark Roantree, Martin Crane, Andrew McCarren",International Conference on Information and Software Technologies 241-253,1,2017,,
Mark Roantree,ISE: A High Performance System for Processing Data Streams.,"Paolo Cappellari, Soon Ae Chun, Mark Roantree",DATA 13-24,2,2016,,
Mark Roantree,A Scalable Platform for Low-Latency Real-Time Analytics of Streaming Data,"Paolo Cappellari, Mark Roantree, Soon Ae Chun",International Conference on Data Management Technologies and Applications 1-24,1,2016,,
Mark Roantree,Reducing dementia risk by targeting modifiable risk factors in mid-life: study protocol for the Innovative Midlife Intervention for Dementia Deterrence (In-MINDD) randomised …,"Catherine A O’Donnell, Susan Browne, Maria Pierce, Alex Mcconnachie, Kay Deckers, Martin Pj Van Boxtel, Valeria Manera, Sebastian Köhler, Muriel Redmond, Frans Rj Verhey, Marjan Van Den Akker, Kevin Power, Kate Irving, In-Mindd Team",Pilot and feasibility studies 1 (1) 40,25,2015,,
Mark Roantree,Reducing dementia risk by targeting modifiable risk factors in mid-life: Study protocol for the Innovative Midlife Intervention for Dementia Deterrence (In-MINDD) randomised …,"O’Donnell C., Susan Browne, Maria Pierce, Mcconnachie A., Kay Deckers, Van Boxtel M., Manera V., Sebastian Köhler, Muriel Redmond, Frans Rj Verhey, Marjan Van Den Akker, Power K., Kate Irving, Woods K., Boran L., Mcgarrigle L., Barry S., De Vugt M., Schiepers O., Vos S., Bourgeois J., Cauvin A., Robert P., Mark Roantree, Noel O’Kelly, Jim O’Donoghue, Alan F. Smeaton, Ward N., Kevin D O’Brien, Clissman C.",Pilot and Feasibility Studies,25,2015,,
Mark Roantree,Distributed Applications and Interoperable Systems,"Kostas Magoutis, Peter Pietzuch, Mario Macías, Jordi Guitart, Stefan Brenner, Benjamin Garbers, Rüdiger Kapitza, Kamal Hakimzadeh, Hooman Peiro Sajjad, Jim Dowling, João Paulo, José Pereira, Paulo Almeida, Carlos Baquero, Ricardo Gonçalves, Nuno Preguiça, Victor Fonte, Neil Donnelly, Kate Irving, Mark Roantree, Davide Frey, Mathieu Goessens, Anne-Marie Kermarrec, Kent Simonsen, Lars Kristensen, Gonçalo Avelar, Luís Veiga, Ali Shoker, Mathieu Pasquet, Francisco Maia, Etienne Rivière, Valerio Schiavoni, Andreas Benzing, Boris Koldehofe, Kurt Rothermel, Abdulrahman Azab, Hein Meling, Reggie Davidrajuh, Fatemeh Rahimian, Amir Payberah, Sarunas Girdzijauskas, Seif Haridi, Alessio Mansutti, Marino Miculan, Marco Peressotti",,0,2014,,
Mark Roantree,A heuristic approach to selecting views for materialization,"Mark Roantree, Jun Li",Software: Practice and Experience 44 (10) 1157-1179,12,2014,,
Mark Roantree,Using a pipeline approach to build data cube for large xml data streams,"Hao Gui, Mark Roantree",International Conference on Database Systems for Advanced Applications 59-73,3,2013,,
Mark Roantree,Topological XML data cube construction,"Hao Gui, Mark Roantree",International journal of Web engineering and technology 8 (4) 347-368,3,2013,,
Mark Roantree,Path-oriented keyword search over graph-modeled web data,"Paolo Cappellari, Roberto De Virgilio, Mark Roantree",World Wide Web 15 (5-6) 631-661,5,2012,,
Mark Roantree,CORBA 2 In The LIOM Project,"Pierce Hickey, Mark Roantree, Alan Crilly, John Murphy",OOIS’96: 1996 International Conference on Object Oriented Information …,0,2012,,
Mark Roantree,"OOIS’94: 1994 International Conference on Object Oriented Information Systems 19–21 December 1994, London","Dilip Patel, Yuan Sun, Shushma Patel",Springer Science & Business Media,0,2012,,
Mark Roantree,A path-oriented rdf index for keyword search query processing,"Paolo Cappellari, Roberto De Virgilio, Antonio Maccioni, Mark Roantree",International Conference on Database and Expert Systems Applications 366-380,20,2011,,
Mark Roantree,Enabling knowledge extraction from low level sensor data,"Paolo Cappellari, Jie Shi, Mark Roantree, Crionna Tobin, Niall Moyna",International Conference on Database and Expert Systems Applications 411-419,2,2011,,
Mark Roantree,Preface SSW 2011,"Paolo Cappellari, Roberto De Virgilio, Mark Roantree",International Conference on Advanced Information Systems Engineering 541-543,0,2011,,
Mark Roantree,Optimizing Queries for Web Generated Sensor Data.,"Gerard Marks, Mark Roantree, Dominick Smyth",ADC 47-56,7,2011,,
Mark Roantree,Optimizing XML data with view fragments,"Jun Li, Mark Roantree, Zohra Bellahsene",Proceedings of the Twenty-First Australasian Conference on Database …,3,2010,,
Mark Roantree,Exploiting Schema Information for Efficient Streaming Queries.,"Dónall Mccann, Paolo Cappellari, Mark Roantree",SEDE 326-331,0,2010,,
Mark Roantree,Query Optimisation for Data Mining in Peer-to-Peer Sensor Networks,"Mark Roantree, Alan F. Smeaton, Noel O’Connor, Vincent Andrieu, Nicolas Legeay, Fabrice Camous",Intelligent Techniques for Warehousing and Mining Sensor Network Data 234-256,0,2010,,
Mark Roantree,OTwig: An Optimised Twig Pattern Matching Approach for XML Databases,"Jun Li, Mark Roantree",International Conference on Current Trends in Theory and Practice of …,1,2010,,
Mark Roantree,A framework for real-time context provision in ubiquitous sensing environments,"Adel Shaeib, Paolo Cappellari, Mark Roantree",The IEEE symposium on Computers and Communications 1083-1085,9,2010,,
Mark Roantree,Knowledge management in sensor enabled online services,"Dominick Smyth, Paolo Cappellari, Mark Roantree",Future Internet Symposium 88-96,2,2010,,
Mark Roantree,A schemaguide for accelerating the view adaptation process,"Jun Li, Mark Roantree, Zohra Bellahsene",International Conference on Conceptual Modeling 160-173,7,2010,,
Mark Roantree,Precomputing queries for personal health sensor environments,"Jun Li, Mark Roantree",Proceedings of the International Conference on Management of Emergent …,6,2009,,
Mark Roantree,A query service for raw sensor data,"Dónall Mccann, Mark Roantree",European Conference on Smart Sensing and Context 38-50,12,2009,,
Mark Roantree,Metamodel-based optimisation of xpath queries,"Gerard Marks, Mark Roantree",British National Conference on Databases 146-157,10,2009,,
Mark Roantree,"Advanced Information Systems Engineering: 21st International Conference, CAiSE 2009, Amsterdam, The Netherlands, June 8-12, 2009, Proceedings","Pascal Van Eck, Jaap Gordijn, Roel J Wieringa",Springer,2,2009,,
Mark Roantree,The Sensor Web: Bridging the Physical-Digital Divide,"Mark Roantree, Mikko Sallinen",ERCIM News 14-15,3,2009,,
Mark Roantree,A hybrid storage model for web information systems,Mark Roantree,Proceedings of the 6th International Workshop on Web Information Systems …,1,2009,,
Heather J. Ruskin,Assessing the impact of HIV treatment interruptions using stochastic cellular Automata,"Andreas Hillmann, Martin Crane, Heather J. Ruskin",Journal of theoretical biology 502 110376,0,2020,,
Heather J. Ruskin,Release modelling of nanoencapsulated food ingredients by probabilistic models: Cellular Automata and Monte Carlo Methods,"Marija Bezbradica, Martin Crane, Heather J. Ruskin",Release and Bioavailability of Nanoencapsulated Food Ingredients 273-309,0,2020,,
Heather J. Ruskin,Understanding Urban Mobility and Pedestrian Movement,"Marija Bezbradica, Heather J. Ruskin",Smart Urban Development,0,2019,,
Heather J. Ruskin,Financial Time Series: Motif Discovery and Analysis Using VALMOD,"Eoin Cartwright, Martin Crane, Heather J. Ruskin",International Conference on Computational Science 771-778,0,2019,,
Heather J. Ruskin,Recent advances in computational epigenetics,"Heather J. Ruskin, Ana Barat",Advances in Genomics and Genetics 8 1-12,2,2017,,
Heather J. Ruskin,EpiGeNet: a graph database of interdependencies between genetic and epigenetic events in colorectal cancer,"Irina Balaur, Mansoor Saqi, Ana Barat, Artem Lysenko, Alexander Mazein, Christopher J Rawlings, Heather J. Ruskin, Charles Auffray",Journal of Computational Biology 24 (10) 969-980,16,2017,,
Heather J. Ruskin,Rothamsted Repository Download,"Irina Balaur, M Saqi, A Barat, A Lysenko, A Mazein, Heather J. Ruskin",JOURNAL OF COMPUTATIONAL BIOLOGY 24 (10),0,2017,,
Heather J. Ruskin,A Computational Lymph Tissue Model for Long Term HIV Infection Progression and Immune Fitness.,"Andreas Hillmann, Martin Crane, Heather J. Ruskin",AICS 245-257,1,2017,,
Heather J. Ruskin,Applications of High Performance Algorithms to Large Scale Cellular Automata Frameworks Used in Pharmaceutical Modelling.,"Marija Bezbradica, Martin Crane, Heather J. Ruskin",J. Cell. Autom. 11 (1) 21-45,4,2016,,
Heather J. Ruskin,Evaluating the Volatility Behaviour in Irish ISEQ Overall Index Using GARCH Models,"Adel M Alsharkasi, Martin Crane, Heather J. Ruskin",Journal of Economics Management and Trade 1-13,0,2016,,
Heather J. Ruskin,New dimensions–modelling interrupted antiretroviral treatment using cellular automata,"Andreas Hillmann, Martin Crane, Heather J. Ruskin",F1000Research 5,0,2016,,
Heather J. Ruskin,Computational Modeling and Analysis of Microarray Data: New Horizons,Heather J. Ruskin,Microarrays 5 (4) 26,6,2016,,
Heather J. Ruskin,Theoretical cross-comparative analysis on dynamics of small intestine and colon crypts during cancer initiation,"Irina A Roznovat, Heather J. Ruskin",IET systems biology 9 (6) 259-267,1,2015,,
Heather J. Ruskin,Integrating Colon cancer microarray data: associating locus-specific methylation groups to Gene expression-based classifications,"Ana Barat, Heather J. Ruskin, Annette T Byrne, Jochen Hm Prehn",Microarrays 4 (4) 630-646,4,2015,,
Heather J. Ruskin,Computational Models & Methods in Systems Biology & Medicine,"Heather J. Ruskin, Irina A Roznovat",IET systems biology 9 (6) 217-217,0,2015,,
Heather J. Ruskin,Comparative correlation structure of colon cancer locus specific methylation: characterisation of patient profiles and potential markers across 3 array-based datasets,"Ana Barat, Heather J. Ruskin",Journal of Cancer 6 (8) 795,6,2015,,
Heather J. Ruskin,A Wavelet-Based Method to Measure Stock Market Development,"Adel Al Sharkasi, Heather J. Ruskin, Martin Crane, José Abilio De Oliveira Matos, Sílvio Ma Gama",,1,2014,,
Heather J. Ruskin,A computational analysis on methylation inhibition during intestinal cancer initiation,"Irina A Roznovat, Heather J. Ruskin",2014 IEEE International Conference on Bioinformatics and Biomedicine (BIBM …,1,2014,,
Heather J. Ruskin,Urban signalised intersections: impact of vehicle heterogeneity and driver type on cross-traffic manoeuvres,"Puspita Deo, Heather J. Ruskin",Physica A: Statistical Mechanics and its Applications 405 140-150,16,2014,,
Heather J. Ruskin,Building cross-scale models of epigenetic mechanisms,"Heather J. Ruskin, Dimitri Perrin, Irina A Roznovat",2014 IEEE International Conference on Bioinformatics and Biomedicine (BIBM …,0,2014,,
Heather J. Ruskin,LogisticCrypt—A logistic model of intestinal crypt structure,"Irina A Roznovat, Heather J. Ruskin",2014 IEEE International Conference on Bioinformatics and Biomedicine (BIBM …,0,2014,,
Heather J. Ruskin,A computational model for genetic and epigenetic signals in colon cancer,"Irina A Roznovat, Heather J. Ruskin",Interdisciplinary Sciences: Computational Life Sciences 5 (3) 175-186,8,2013,,
Heather J. Ruskin,Interaction of Cars and Bicycles on a One-Way Road Intersection: A Network CA-Based Model,"Jelena Vasic, Heather J. Ruskin",Traffic and Granular Flow'11 453-463,0,2013,,
Heather J. Ruskin,Modelling the genetic and epigenetic signals in colon cancer using a bayesian network,"Irina A Roznovat, Heather J. Ruskin",Proceedings of the European Conference on Complex Systems 2012 1059-1062,2,2013,,
